,Country_1,Country_2,LangSim
6512,Burmese,Sweden,-1
6513,Burmese,Faroese,-1
6514,Burmese,Iceland,-1
6515,Burmese,Indonesian,-1
6516,Burmese,Malay,-1
6517,Burmese,Javanese,-1
6518,Burmese,Somali,-1
6519,Burmese,Hausa,-1
6520,Burmese,Persian,-1
6521,Burmese,Urdu,-1
6522,Burmese,Arabic,-1
6523,Burmese,Israel,-1
6524,Burmese,Norwegian Bokmål,-1
6525,Burmese,Northern Sami,-1
6526,Burmese,Tatar,-1
6527,Burmese,Kazakh,-1
6528,Burmese,Mandarin Chinese,-1
6529,Burmese,Japanese,-1
6530,Burmese,Thai,1
6531,Burmese,Lao,-1
6532,Denmark,Serbia,-1
6533,Denmark,Croatia,-1
6534,Denmark,Slovenia,-1
6535,Denmark,Poland,13
6536,Denmark,Slovakia,9
6537,Denmark,CzechRepublic,9
6538,Denmark,Ukraine,8
6539,Denmark,Russia,-1
6540,Denmark,Macedonia,-1
6541,Denmark,Bulgaria,-1
6542,Denmark,Belarus,-1
6543,Denmark,Mongolian,17
6544,Denmark,Occitan,-1
6545,Denmark,Catalan,-1
6546,Denmark,Galician,-1
6547,Denmark,Spain,-1
6548,Denmark,Interlingua,13
6549,Denmark,Aragonese,-1
6550,Denmark,Portugal,-1
6551,Denmark,San Marino,-1
6552,Denmark,Australia,9
6553,Denmark,Esperanto,-1
6554,Denmark,Afrikaans,11
6555,Denmark,Belgium,14
6556,Denmark,France,-1
6557,Denmark,Welsh,9
6558,Denmark,Albania,21
6559,Denmark,Basque,11
6560,Denmark,Romania,-1
6561,Denmark,Tagalog,12
6562,Denmark,Vietnamese,9
6563,Denmark,Estonia,24
6564,Denmark,Swahili,11
6565,Denmark,Armenia,13
6566,Denmark,Latvia,13
6567,Denmark,Swizerland,17
6568,Denmark,Turkey,12
6569,Denmark,Korean,9
6570,Denmark,Latin,-1
6571,Denmark,Azerbaijan,10
6572,Denmark,Lithuania,-1
6573,Denmark,Malta,12
6574,Denmark,Zulu,-1
6575,Denmark,Breton,-1
6576,Denmark,Hungary,9
6577,Denmark,Luxembourg,16
6578,Denmark,Finland,9
6579,Denmark,Georgia,9
6580,Denmark,Cyprus,8
6581,Denmark,Yiddish,-1
6582,Denmark,Igbo,11
6583,Denmark,Maori,-1
6584,Denmark,Yoruba,-1
6585,Denmark,Haitian Creole,11
6586,Denmark,Manx,-1
6587,Denmark,Gaelic,-1
6588,Denmark,Ireland,-1
6589,Denmark,Hindi,-1
6590,Denmark,Sinhala,13
6591,Denmark,Nepali,-1
6592,Denmark,Marathi,-1
6593,Denmark,Gujarati,-1
6594,Denmark,Sanskrit,-1
6595,Denmark,Punjabi,-1
6596,Denmark,Bengali,-1
6597,Denmark,Kannada,-1
6598,Denmark,Telugu,-1
6599,Denmark,Tamil,-1
6600,Denmark,Khmer,-1
6601,Denmark,Burmese,-1
6602,Denmark,Denmark,100
6603,Denmark,Norwegian Nynorsk,76
6604,Denmark,Sweden,48
6605,Denmark,Faroese,23
6606,Denmark,Iceland,19
6607,Denmark,Indonesian,-1
6608,Denmark,Malay,-1
6609,Denmark,Javanese,10
6610,Denmark,Somali,8
6611,Denmark,Hausa,-1
6612,Denmark,Persian,-1
6613,Denmark,Urdu,-1
6614,Denmark,Arabic,-1
6615,Denmark,Israel,-1
6616,Denmark,Norwegian Bokmål,-1
6617,Denmark,Northern Sami,-1
6618,Denmark,Tatar,-1
6619,Denmark,Kazakh,-1
6620,Denmark,Mandarin Chinese,-1
6621,Denmark,Japanese,-1
6622,Denmark,Thai,-1
6623,Denmark,Lao,-1
6624,Norwegian Nynorsk,Serbia,-1
6625,Norwegian Nynorsk,Croatia,-1
6626,Norwegian Nynorsk,Slovenia,-1
6627,Norwegian Nynorsk,Poland,-1
6628,Norwegian Nynorsk,Slovakia,-1
6629,Norwegian Nynorsk,CzechRepublic,-1
6630,Norwegian Nynorsk,Ukraine,-1
6631,Norwegian Nynorsk,Russia,-1
6632,Norwegian Nynorsk,Macedonia,-1
6633,Norwegian Nynorsk,Bulgaria,-1
6634,Norwegian Nynorsk,Belarus,-1
6635,Norwegian Nynorsk,Mongolian,-1
6636,Norwegian Nynorsk,Occitan,-1
6637,Norwegian Nynorsk,Catalan,-1
6638,Norwegian Nynorsk,Galician,-1
6639,Norwegian Nynorsk,Spain,-1
6640,Norwegian Nynorsk,Interlingua,-1
6641,Norwegian Nynorsk,Aragonese,-1
6642,Norwegian Nynorsk,Portugal,-1
6643,Norwegian Nynorsk,San Marino,-1
6644,Norwegian Nynorsk,Australia,-1
6645,Norwegian Nynorsk,Esperanto,-1
6646,Norwegian Nynorsk,Afrikaans,-1
6647,Norwegian Nynorsk,Belgium,-1
6648,Norwegian Nynorsk,France,-1
6649,Norwegian Nynorsk,Welsh,-1
6650,Norwegian Nynorsk,Albania,-1
6651,Norwegian Nynorsk,Basque,-1
6652,Norwegian Nynorsk,Romania,-1
6653,Norwegian Nynorsk,Tagalog,-1
6654,Norwegian Nynorsk,Vietnamese,-1
6655,Norwegian Nynorsk,Estonia,9
6656,Norwegian Nynorsk,Swahili,-1
6657,Norwegian Nynorsk,Armenia,-1
6658,Norwegian Nynorsk,Latvia,-1
6659,Norwegian Nynorsk,Swizerland,-1
6660,Norwegian Nynorsk,Turkey,-1
6661,Norwegian Nynorsk,Korean,-1
6662,Norwegian Nynorsk,Latin,-1
6663,Norwegian Nynorsk,Azerbaijan,-1
6664,Norwegian Nynorsk,Lithuania,-1
6665,Norwegian Nynorsk,Malta,-1
6666,Norwegian Nynorsk,Zulu,-1
6667,Norwegian Nynorsk,Breton,-1
6668,Norwegian Nynorsk,Hungary,-1
6669,Norwegian Nynorsk,Luxembourg,-1
6670,Norwegian Nynorsk,Finland,-1
6671,Norwegian Nynorsk,Georgia,-1
6672,Norwegian Nynorsk,Cyprus,-1
6673,Norwegian Nynorsk,Yiddish,-1
6674,Norwegian Nynorsk,Igbo,-1
6675,Norwegian Nynorsk,Maori,-1
6676,Norwegian Nynorsk,Yoruba,-1
6677,Norwegian Nynorsk,Haitian Creole,-1
6678,Norwegian Nynorsk,Manx,-1
6679,Norwegian Nynorsk,Gaelic,-1
6680,Norwegian Nynorsk,Ireland,-1
6681,Norwegian Nynorsk,Hindi,-1
6682,Norwegian Nynorsk,Sinhala,-1
6683,Norwegian Nynorsk,Nepali,-1
6684,Norwegian Nynorsk,Marathi,-1
6685,Norwegian Nynorsk,Gujarati,-1
6686,Norwegian Nynorsk,Sanskrit,-1
6687,Norwegian Nynorsk,Punjabi,-1
6688,Norwegian Nynorsk,Bengali,-1
6689,Norwegian Nynorsk,Kannada,-1
6690,Norwegian Nynorsk,Telugu,-1
6691,Norwegian Nynorsk,Tamil,-1
6692,Norwegian Nynorsk,Khmer,-1
6693,Norwegian Nynorsk,Burmese,-1
6694,Norwegian Nynorsk,Denmark,75
6695,Norwegian Nynorsk,Norwegian Nynorsk,100
6696,Norwegian Nynorsk,Sweden,31
6697,Norwegian Nynorsk,Faroese,11
6698,Norwegian Nynorsk,Iceland,9
6699,Norwegian Nynorsk,Indonesian,-1
6700,Norwegian Nynorsk,Malay,-1
6701,Norwegian Nynorsk,Javanese,-1
6702,Norwegian Nynorsk,Somali,-1
6703,Norwegian Nynorsk,Hausa,-1
6704,Norwegian Nynorsk,Persian,-1
6705,Norwegian Nynorsk,Urdu,-1
6706,Norwegian Nynorsk,Arabic,-1
6707,Norwegian Nynorsk,Israel,-1
6708,Norwegian Nynorsk,Norwegian Bokmål,-1
6709,Norwegian Nynorsk,Northern Sami,-1
6710,Norwegian Nynorsk,Tatar,-1
6711,Norwegian Nynorsk,Kazakh,-1
6712,Norwegian Nynorsk,Mandarin Chinese,-1
6713,Norwegian Nynorsk,Japanese,-1
6714,Norwegian Nynorsk,Thai,-1
6715,Norwegian Nynorsk,Lao,-1
6716,Sweden,Serbia,7
6717,Sweden,Croatia,5
6718,Sweden,Slovenia,-1
6719,Sweden,Poland,7
6720,Sweden,Slovakia,5
6721,Sweden,CzechRepublic,5
6722,Sweden,Ukraine,5
6723,Sweden,Russia,5
6724,Sweden,Macedonia,-1
6725,Sweden,Bulgaria,-1
6726,Sweden,Belarus,4
6727,Sweden,Mongolian,9
6728,Sweden,Occitan,-1
6729,Sweden,Catalan,6
6730,Sweden,Galician,-1
6731,Sweden,Spain,6
6732,Sweden,Interlingua,8
6733,Sweden,Aragonese,-1
6734,Sweden,Portugal,4
6735,Sweden,San Marino,5
6736,Sweden,Australia,13
6737,Sweden,Esperanto,4
6738,Sweden,Afrikaans,5
6739,Sweden,Belgium,7
6740,Sweden,France,7
6741,Sweden,Welsh,5
6742,Sweden,Albania,12
6743,Sweden,Basque,7
6744,Sweden,Romania,-1
6745,Sweden,Tagalog,7
6746,Sweden,Vietnamese,7
6747,Sweden,Estonia,14
6748,Sweden,Swahili,7
6749,Sweden,Armenia,7
6750,Sweden,Latvia,7
6751,Sweden,Swizerland,11
6752,Sweden,Turkey,7
6753,Sweden,Korean,5
6754,Sweden,Latin,-1
6755,Sweden,Azerbaijan,5
6756,Sweden,Lithuania,-1
6757,Sweden,Malta,7
6758,Sweden,Zulu,-1
6759,Sweden,Breton,-1
6760,Sweden,Hungary,5
6761,Sweden,Luxembourg,9
6762,Sweden,Finland,7
6763,Sweden,Georgia,5
6764,Sweden,Cyprus,5
6765,Sweden,Yiddish,4
6766,Sweden,Igbo,7
6767,Sweden,Maori,-1
6768,Sweden,Yoruba,5
6769,Sweden,Haitian Creole,7
6770,Sweden,Manx,-1
6771,Sweden,Gaelic,-1
6772,Sweden,Ireland,-1
6773,Sweden,Hindi,-1
6774,Sweden,Sinhala,10
6775,Sweden,Nepali,-1
6776,Sweden,Marathi,-1
6777,Sweden,Gujarati,-1
6778,Sweden,Sanskrit,-1
6779,Sweden,Punjabi,-1
6780,Sweden,Bengali,-1
6781,Sweden,Kannada,-1
6782,Sweden,Telugu,-1
6783,Sweden,Tamil,-1
6784,Sweden,Khmer,-1
6785,Sweden,Burmese,-1
6786,Sweden,Denmark,23
6787,Sweden,Norwegian Nynorsk,15
6788,Sweden,Sweden,100
6789,Sweden,Faroese,13
6790,Sweden,Iceland,20
6791,Sweden,Indonesian,-1
6792,Sweden,Malay,-1
6793,Sweden,Javanese,5
6794,Sweden,Somali,5
6795,Sweden,Hausa,-1
6796,Sweden,Persian,-1
6797,Sweden,Urdu,-1
6798,Sweden,Arabic,-1
6799,Sweden,Israel,-1
6800,Sweden,Norwegian Bokmål,8
6801,Sweden,Northern Sami,-1
6802,Sweden,Tatar,-1
6803,Sweden,Kazakh,-1
6804,Sweden,Mandarin Chinese,-1
6805,Sweden,Japanese,-1
6806,Sweden,Thai,-1
6807,Sweden,Lao,-1
6808,Faroese,Serbia,7
6809,Faroese,Croatia,-1
6810,Faroese,Slovenia,-1
6811,Faroese,Poland,-1
6812,Faroese,Slovakia,-1
6813,Faroese,CzechRepublic,-1
6814,Faroese,Ukraine,-1
6815,Faroese,Russia,-1
6816,Faroese,Macedonia,4
6817,Faroese,Bulgaria,-1
6818,Faroese,Belarus,-1
6819,Faroese,Mongolian,-1
6820,Faroese,Occitan,-1
6821,Faroese,Catalan,-1
6822,Faroese,Galician,-1
6823,Faroese,Spain,-1
6824,Faroese,Interlingua,-1
6825,Faroese,Aragonese,-1
6826,Faroese,Portugal,-1
6827,Faroese,San Marino,-1
6828,Faroese,Australia,8
6829,Faroese,Esperanto,-1
6830,Faroese,Afrikaans,-1
6831,Faroese,Belgium,5
6832,Faroese,France,-1
6833,Faroese,Welsh,-1
6834,Faroese,Albania,-1
6835,Faroese,Basque,-1
6836,Faroese,Romania,-1
6837,Faroese,Tagalog,-1
6838,Faroese,Vietnamese,-1
6839,Faroese,Estonia,-1
6840,Faroese,Swahili,-1
6841,Faroese,Armenia,-1
6842,Faroese,Latvia,-1
6843,Faroese,Swizerland,6
6844,Faroese,Turkey,-1
6845,Faroese,Korean,-1
6846,Faroese,Latin,-1
6847,Faroese,Azerbaijan,-1
6848,Faroese,Lithuania,-1
6849,Faroese,Malta,-1
6850,Faroese,Zulu,-1
6851,Faroese,Breton,-1
6852,Faroese,Hungary,-1
6853,Faroese,Luxembourg,-1
6854,Faroese,Finland,-1
6855,Faroese,Georgia,-1
6856,Faroese,Cyprus,-1
6857,Faroese,Yiddish,-1
6858,Faroese,Igbo,-1
6859,Faroese,Maori,-1
6860,Faroese,Yoruba,-1
6861,Faroese,Haitian Creole,-1
6862,Faroese,Manx,-1
6863,Faroese,Gaelic,-1
6864,Faroese,Ireland,-1
6865,Faroese,Hindi,-1
6866,Faroese,Sinhala,-1
6867,Faroese,Nepali,-1
6868,Faroese,Marathi,-1
6869,Faroese,Gujarati,-1
6870,Faroese,Sanskrit,-1
6871,Faroese,Punjabi,-1
6872,Faroese,Bengali,-1
6873,Faroese,Kannada,-1
6874,Faroese,Telugu,-1
6875,Faroese,Tamil,-1
6876,Faroese,Khmer,-1
6877,Faroese,Burmese,-1
6878,Faroese,Denmark,10
6879,Faroese,Norwegian Nynorsk,5
6880,Faroese,Sweden,12
6881,Faroese,Faroese,100
6882,Faroese,Iceland,26
6883,Faroese,Indonesian,-1
6884,Faroese,Malay,-1
6885,Faroese,Javanese,-1
6886,Faroese,Somali,-1
6887,Faroese,Hausa,-1
6888,Faroese,Persian,-1
6889,Faroese,Urdu,-1
6890,Faroese,Arabic,-1
6891,Faroese,Israel,-1
6892,Faroese,Norwegian Bokmål,8
6893,Faroese,Northern Sami,-1
6894,Faroese,Tatar,-1
6895,Faroese,Kazakh,-1
6896,Faroese,Mandarin Chinese,-1
6897,Faroese,Japanese,-1
6898,Faroese,Thai,-1
6899,Faroese,Lao,-1
6900,Iceland,Serbia,4
6901,Iceland,Croatia,-1
6902,Iceland,Slovenia,-1
6903,Iceland,Poland,-1
6904,Iceland,Slovakia,-1
6905,Iceland,CzechRepublic,-1
6906,Iceland,Ukraine,-1
6907,Iceland,Russia,2
6908,Iceland,Macedonia,-1
6909,Iceland,Bulgaria,-1
6910,Iceland,Belarus,-1
6911,Iceland,Mongolian,4
6912,Iceland,Occitan,-1
6913,Iceland,Catalan,-1
6914,Iceland,Galician,-1
6915,Iceland,Spain,2
6916,Iceland,Interlingua,-1
6917,Iceland,Aragonese,-1
6918,Iceland,Portugal,-1
6919,Iceland,San Marino,-1
6920,Iceland,Australia,5
6921,Iceland,Esperanto,-1
6922,Iceland,Afrikaans,-1
6923,Iceland,Belgium,2
6924,Iceland,France,-1
6925,Iceland,Welsh,-1
6926,Iceland,Albania,-1
6927,Iceland,Basque,-1
6928,Iceland,Romania,-1
6929,Iceland,Tagalog,-1
6930,Iceland,Vietnamese,3
6931,Iceland,Estonia,3
6932,Iceland,Swahili,4
6933,Iceland,Armenia,-1
6934,Iceland,Latvia,-1
6935,Iceland,Swizerland,3
6936,Iceland,Turkey,-1
6937,Iceland,Korean,-1
6938,Iceland,Latin,-1
6939,Iceland,Azerbaijan,-1
6940,Iceland,Lithuania,-1
6941,Iceland,Malta,-1
6942,Iceland,Zulu,-1
6943,Iceland,Breton,-1
6944,Iceland,Hungary,-1
6945,Iceland,Luxembourg,-1
6946,Iceland,Finland,-1
6947,Iceland,Georgia,-1
6948,Iceland,Cyprus,-1
6949,Iceland,Yiddish,-1
6950,Iceland,Igbo,-1
6951,Iceland,Maori,-1
6952,Iceland,Yoruba,3
6953,Iceland,Haitian Creole,-1
6954,Iceland,Manx,-1
6955,Iceland,Gaelic,-1
6956,Iceland,Ireland,-1
6957,Iceland,Hindi,-1
6958,Iceland,Sinhala,2
6959,Iceland,Nepali,-1
6960,Iceland,Marathi,-1
6961,Iceland,Gujarati,-1
6962,Iceland,Sanskrit,-1
6963,Iceland,Punjabi,-1
6964,Iceland,Bengali,-1
6965,Iceland,Kannada,-1
6966,Iceland,Telugu,-1
6967,Iceland,Tamil,-1
6968,Iceland,Khmer,-1
6969,Iceland,Burmese,-1
6970,Iceland,Denmark,5
6971,Iceland,Norwegian Nynorsk,2
6972,Iceland,Sweden,12
6973,Iceland,Faroese,16
6974,Iceland,Iceland,100
6975,Iceland,Indonesian,-1
6976,Iceland,Malay,-1
6977,Iceland,Javanese,-1
6978,Iceland,Somali,3
6979,Iceland,Hausa,-1
6980,Iceland,Persian,-1
6981,Iceland,Urdu,-1
6982,Iceland,Arabic,-1
6983,Iceland,Israel,-1
6984,Iceland,Norwegian Bokmål,3
6985,Iceland,Northern Sami,-1
6986,Iceland,Tatar,-1
6987,Iceland,Kazakh,-1
6988,Iceland,Mandarin Chinese,-1
6989,Iceland,Japanese,-1
6990,Iceland,Thai,-1
6991,Iceland,Lao,-1
6992,Indonesian,Serbia,-1
6993,Indonesian,Croatia,-1
6994,Indonesian,Slovenia,-1
6995,Indonesian,Poland,-1
6996,Indonesian,Slovakia,-1
6997,Indonesian,CzechRepublic,-1
6998,Indonesian,Ukraine,-1
6999,Indonesian,Russia,-1
7000,Indonesian,Macedonia,-1
7001,Indonesian,Bulgaria,-1
7002,Indonesian,Belarus,-1
7003,Indonesian,Mongolian,9
7004,Indonesian,Occitan,-1
7005,Indonesian,Catalan,-1
7006,Indonesian,Galician,-1
7007,Indonesian,Spain,-1
7008,Indonesian,Interlingua,-1
7009,Indonesian,Aragonese,-1
7010,Indonesian,Portugal,-1
7011,Indonesian,San Marino,-1
7012,Indonesian,Australia,-1
7013,Indonesian,Esperanto,-1
7014,Indonesian,Afrikaans,-1
7015,Indonesian,Belgium,-1
7016,Indonesian,France,-1
7017,Indonesian,Welsh,-1
7018,Indonesian,Albania,12
7019,Indonesian,Basque,-1
7020,Indonesian,Romania,-1
7021,Indonesian,Tagalog,14
7022,Indonesian,Vietnamese,-1
7023,Indonesian,Estonia,10
7024,Indonesian,Swahili,14
7025,Indonesian,Armenia,-1
7026,Indonesian,Latvia,-1
7027,Indonesian,Swizerland,-1
7028,Indonesian,Turkey,9
7029,Indonesian,Korean,-1
7030,Indonesian,Latin,-1
7031,Indonesian,Azerbaijan,8
7032,Indonesian,Lithuania,-1
7033,Indonesian,Malta,7
7034,Indonesian,Zulu,-1
7035,Indonesian,Breton,-1
7036,Indonesian,Hungary,-1
7037,Indonesian,Luxembourg,-1
7038,Indonesian,Finland,-1
7039,Indonesian,Georgia,-1
7040,Indonesian,Cyprus,-1
7041,Indonesian,Yiddish,-1
7042,Indonesian,Igbo,15
7043,Indonesian,Maori,-1
7044,Indonesian,Yoruba,8
7045,Indonesian,Haitian Creole,13
7046,Indonesian,Manx,-1
7047,Indonesian,Gaelic,-1
7048,Indonesian,Ireland,-1
7049,Indonesian,Hindi,-1
7050,Indonesian,Sinhala,13
7051,Indonesian,Nepali,-1
7052,Indonesian,Marathi,-1
7053,Indonesian,Gujarati,-1
7054,Indonesian,Sanskrit,-1
7055,Indonesian,Punjabi,-1
7056,Indonesian,Bengali,-1
7057,Indonesian,Kannada,-1
7058,Indonesian,Telugu,-1
7059,Indonesian,Tamil,-1
7060,Indonesian,Khmer,-1
7061,Indonesian,Burmese,-1
7062,Indonesian,Denmark,-1
7063,Indonesian,Norwegian Nynorsk,-1
7064,Indonesian,Sweden,-1
7065,Indonesian,Faroese,-1
7066,Indonesian,Iceland,-1
7067,Indonesian,Indonesian,100
7068,Indonesian,Malay,70
7069,Indonesian,Javanese,65
7070,Indonesian,Somali,13
7071,Indonesian,Hausa,10
7072,Indonesian,Persian,-1
7073,Indonesian,Urdu,-1
7074,Indonesian,Arabic,-1
7075,Indonesian,Israel,-1
7076,Indonesian,Norwegian Bokmål,-1
7077,Indonesian,Northern Sami,-1
7078,Indonesian,Tatar,-1
7079,Indonesian,Kazakh,-1
7080,Indonesian,Mandarin Chinese,-1
7081,Indonesian,Japanese,-1
7082,Indonesian,Thai,-1
7083,Indonesian,Lao,-1
7084,Malay,Serbia,-1
7085,Malay,Croatia,-1
7086,Malay,Slovenia,-1
7087,Malay,Poland,-1
7088,Malay,Slovakia,-1
7089,Malay,CzechRepublic,-1
7090,Malay,Ukraine,-1
7091,Malay,Russia,-1
7092,Malay,Macedonia,-1
7093,Malay,Bulgaria,-1
7094,Malay,Belarus,-1
7095,Malay,Mongolian,-1
7096,Malay,Occitan,-1
7097,Malay,Catalan,-1
7098,Malay,Galician,-1
7099,Malay,Spain,-1
7100,Malay,Interlingua,-1
7101,Malay,Aragonese,-1
7102,Malay,Portugal,-1
7103,Malay,San Marino,-1
7104,Malay,Australia,-1
7105,Malay,Esperanto,-1
7106,Malay,Afrikaans,-1
7107,Malay,Belgium,-1
7108,Malay,France,-1
7109,Malay,Welsh,-1
7110,Malay,Albania,9
7111,Malay,Basque,-1
7112,Malay,Romania,-1
7113,Malay,Tagalog,12
7114,Malay,Vietnamese,-1
7115,Malay,Estonia,-1
7116,Malay,Swahili,14
7117,Malay,Armenia,-1
7118,Malay,Latvia,-1
7119,Malay,Swizerland,-1
7120,Malay,Turkey,-1
7121,Malay,Korean,-1
7122,Malay,Latin,-1
7123,Malay,Azerbaijan,-1
7124,Malay,Lithuania,-1
7125,Malay,Malta,-1
7126,Malay,Zulu,-1
7127,Malay,Breton,-1
7128,Malay,Hungary,-1
7129,Malay,Luxembourg,-1
7130,Malay,Finland,-1
7131,Malay,Georgia,-1
7132,Malay,Cyprus,-1
7133,Malay,Yiddish,-1
7134,Malay,Igbo,12
7135,Malay,Maori,-1
7136,Malay,Yoruba,7
7137,Malay,Haitian Creole,10
7138,Malay,Manx,-1
7139,Malay,Gaelic,-1
7140,Malay,Ireland,-1
7141,Malay,Hindi,-1
7142,Malay,Sinhala,-1
7143,Malay,Nepali,-1
7144,Malay,Marathi,-1
7145,Malay,Gujarati,-1
7146,Malay,Sanskrit,-1
7147,Malay,Punjabi,-1
7148,Malay,Bengali,-1
7149,Malay,Kannada,-1
7150,Malay,Telugu,-1
7151,Malay,Tamil,-1
7152,Malay,Khmer,-1
7153,Malay,Burmese,-1
7154,Malay,Denmark,-1
7155,Malay,Norwegian Nynorsk,-1
7156,Malay,Sweden,-1
7157,Malay,Faroese,-1
7158,Malay,Iceland,-1
7159,Malay,Indonesian,69
7160,Malay,Malay,100
7161,Malay,Javanese,41
7162,Malay,Somali,12
7163,Malay,Hausa,11
7164,Malay,Persian,-1
7165,Malay,Urdu,-1
7166,Malay,Arabic,-1
7167,Malay,Israel,-1
7168,Malay,Norwegian Bokmål,-1
7169,Malay,Northern Sami,-1
7170,Malay,Tatar,-1
7171,Malay,Kazakh,-1
7172,Malay,Mandarin Chinese,-1
7173,Malay,Japanese,-1
7174,Malay,Thai,-1
7175,Malay,Lao,-1
7176,Javanese,Serbia,6
7177,Javanese,Croatia,4
7178,Javanese,Slovenia,-1
7179,Javanese,Poland,-1
7180,Javanese,Slovakia,-1
7181,Javanese,CzechRepublic,3
7182,Javanese,Ukraine,-1
7183,Javanese,Russia,3
7184,Javanese,Macedonia,3
7185,Javanese,Bulgaria,-1
7186,Javanese,Belarus,-1
7187,Javanese,Mongolian,-1
7188,Javanese,Occitan,-1
7189,Javanese,Catalan,3
7190,Javanese,Galician,-1
7191,Javanese,Spain,-1
7192,Javanese,Interlingua,-1
7193,Javanese,Aragonese,-1
7194,Javanese,Portugal,-1
7195,Javanese,San Marino,-1
7196,Javanese,Australia,4
7197,Javanese,Esperanto,4
7198,Javanese,Afrikaans,5
7199,Javanese,Belgium,4
7200,Javanese,France,-1
7201,Javanese,Welsh,-1
7202,Javanese,Albania,4
7203,Javanese,Basque,3
7204,Javanese,Romania,-1
7205,Javanese,Tagalog,4
7206,Javanese,Vietnamese,-1
7207,Javanese,Estonia,-1
7208,Javanese,Swahili,3
7209,Javanese,Armenia,-1
7210,Javanese,Latvia,-1
7211,Javanese,Swizerland,4
7212,Javanese,Turkey,4
7213,Javanese,Korean,-1
7214,Javanese,Latin,-1
7215,Javanese,Azerbaijan,-1
7216,Javanese,Lithuania,-1
7217,Javanese,Malta,-1
7218,Javanese,Zulu,-1
7219,Javanese,Breton,-1
7220,Javanese,Hungary,-1
7221,Javanese,Luxembourg,-1
7222,Javanese,Finland,-1
7223,Javanese,Georgia,-1
7224,Javanese,Cyprus,-1
7225,Javanese,Yiddish,-1
7226,Javanese,Igbo,5
7227,Javanese,Maori,-1
7228,Javanese,Yoruba,-1
7229,Javanese,Haitian Creole,4
7230,Javanese,Manx,-1
7231,Javanese,Gaelic,-1
7232,Javanese,Ireland,-1
7233,Javanese,Hindi,-1
7234,Javanese,Sinhala,-1
7235,Javanese,Nepali,-1
7236,Javanese,Marathi,-1
7237,Javanese,Gujarati,-1
7238,Javanese,Sanskrit,-1
7239,Javanese,Punjabi,-1
7240,Javanese,Bengali,-1
7241,Javanese,Kannada,-1
7242,Javanese,Telugu,-1
7243,Javanese,Tamil,-1
7244,Javanese,Khmer,-1
7245,Javanese,Burmese,-1
7246,Javanese,Denmark,4
7247,Javanese,Norwegian Nynorsk,-1
7248,Javanese,Sweden,5
7249,Javanese,Faroese,-1
7250,Javanese,Iceland,-1
7251,Javanese,Indonesian,29
7252,Javanese,Malay,19
7253,Javanese,Javanese,100
7254,Javanese,Somali,5
7255,Javanese,Hausa,3
7256,Javanese,Persian,-1
7257,Javanese,Urdu,-1
7258,Javanese,Arabic,-1
7259,Javanese,Israel,-1
7260,Javanese,Norwegian Bokmål,4
7261,Javanese,Northern Sami,-1
7262,Javanese,Tatar,-1
7263,Javanese,Kazakh,-1
7264,Javanese,Mandarin Chinese,-1
7265,Javanese,Japanese,-1
7266,Javanese,Thai,-1
7267,Javanese,Lao,-1
7268,Somali,Serbia,0
7269,Somali,Croatia,0
7270,Somali,Slovenia,-1
7271,Somali,Poland,-1
7272,Somali,Slovakia,-1
7273,Somali,CzechRepublic,-1
7274,Somali,Ukraine,-1
7275,Somali,Russia,-1
7276,Somali,Macedonia,0
7277,Somali,Bulgaria,-1
7278,Somali,Belarus,-1
7279,Somali,Mongolian,-1
7280,Somali,Occitan,-1
7281,Somali,Catalan,0
7282,Somali,Galician,-1
7283,Somali,Spain,0
7284,Somali,Interlingua,-1
7285,Somali,Aragonese,-1
7286,Somali,Portugal,-1
7287,Somali,San Marino,0
7288,Somali,Australia,0
7289,Somali,Esperanto,0
7290,Somali,Afrikaans,-1
7291,Somali,Belgium,0
7292,Somali,France,-1
7293,Somali,Welsh,-1
7294,Somali,Albania,-1
7295,Somali,Basque,0
7296,Somali,Romania,-1
7297,Somali,Tagalog,-1
7298,Somali,Vietnamese,-1
7299,Somali,Estonia,0
7300,Somali,Swahili,0
7301,Somali,Armenia,0
7302,Somali,Latvia,0
7303,Somali,Swizerland,0
7304,Somali,Turkey,0
7305,Somali,Korean,-1
7306,Somali,Latin,-1
7307,Somali,Azerbaijan,0
7308,Somali,Lithuania,-1
7309,Somali,Malta,-1
7310,Somali,Zulu,-1
7311,Somali,Breton,-1
7312,Somali,Hungary,0
7313,Somali,Luxembourg,-1
7314,Somali,Finland,-1
7315,Somali,Georgia,-1
7316,Somali,Cyprus,-1
7317,Somali,Yiddish,-1
7318,Somali,Igbo,-1
7319,Somali,Maori,-1
7320,Somali,Yoruba,-1
7321,Somali,Haitian Creole,-1
7322,Somali,Manx,-1
7323,Somali,Gaelic,-1
7324,Somali,Ireland,-1
7325,Somali,Hindi,0
7326,Somali,Sinhala,-1
7327,Somali,Nepali,0
7328,Somali,Marathi,-1
7329,Somali,Gujarati,-1
7330,Somali,Sanskrit,-1
7331,Somali,Punjabi,-1
7332,Somali,Bengali,-1
7333,Somali,Kannada,-1
7334,Somali,Telugu,-1
7335,Somali,Tamil,-1
7336,Somali,Khmer,-1
7337,Somali,Burmese,-1
7338,Somali,Denmark,0
7339,Somali,Norwegian Nynorsk,-1
7340,Somali,Sweden,0
7341,Somali,Faroese,-1
7342,Somali,Iceland,0
